entry1	entry2	type
04114_30	04114_19	PPrel
04114_31	04114_19	PPrel
04114_90	04114_19	PPrel
04114_30	04114_80	PPrel
04114_19	04114_21	PPrel
04114_89	04114_22	PPrel
04114_89	04114_14	PPrel
04114_79	04114_61	PPrel
04114_61	04114_91	PPrel
04114_91	04114_59	PPrel
04114_22	04114_54	PPrel
04114_54	04114_59	PPrel
04114_92	04114_19	PPrel
04114_49	04114_25	PPrel
04114_25	04114_2	PPrel
04114_1	04114_5	PPrel
04115_8	04115_7	PPrel
04115_6	04115_5	PPrel
04115_6	04115_48	PPrel
04115_5	04115_48	PPrel
04115_7	04115_48	PPrel
04115_8	04115_48	PPrel
04115_32	04115_47	PPrel
04115_4	04115_47	PPrel
04115_48	04115_47	PPrel
04115_4	04115_48	PPrel
04115_33	04115_65	PPrel
04115_33	04115_66	PPrel
04115_10	04115_67	PPrel
04115_51	04115_67	PPrel
04115_28	04115_29	PPrel
04115_48	04115_33	GErel
04115_48	04115_10	GErel
04115_48	04115_9	GErel
04115_48	04115_51	GErel
04115_48	04115_38	GErel
04115_48	04115_37	GErel
04115_48	04115_40	GErel
04115_48	04115_41	GErel
04115_48	04115_39	GErel
04115_48	04115_64	GErel
04115_63	04115_48	GErel
04115_63	04115_62	GErel
04115_48	04115_36	GErel
04115_48	04115_55	GErel
04115_48	04115_54	GErel
04115_48	04115_34	GErel
04115_48	04115_61	GErel
04115_48	04115_28	GErel
04115_48	04115_30	GErel
04115_48	04115_31	GErel
04115_48	04115_25	GErel
04115_48	04115_27	GErel
04115_48	04115_24	GErel
04115_48	04115_21	GErel
04115_48	04115_20	GErel
04115_48	04115_3	GErel
04115_48	04115_56	GErel
04115_48	04115_23	GErel
04115_48	04115_15	GErel
04115_48	04115_2	GErel
04115_48	04115_22	GErel
04115_48	04115_49	GErel
04115_48	04115_19	GErel
04115_48	04115_50	GErel
04115_48	04115_18	GErel
04115_48	04115_1	GErel
04115_48	04115_16	GErel
04115_48	04115_17	GErel
04115_35	04115_45	PPrel
04115_62	04115_45	PPrel
04115_61	04115_45	PPrel
04115_45	04115_46	PPrel
04115_44	04115_46	PPrel
04115_46	04115_58	PPrel
04115_42	04115_58	PPrel
04115_41	04115_42	PPrel
04122_6	04122_9	PPrel
04122_9	04122_4	PPrel
04122_39	04122_41	PPrel
04122_28	04122_31	PPrel
04122_5	04122_4	PPrel
04122_8	04122_7	PPrel
04122_40	04122_41	PPrel
04122_40	04122_52	PPrel
04130_32	04130_37	PPrel
04130_30	04130_38	PPrel
04130_20	04130_39	PPrel
04130_16	04130_40	PPrel
04130_5	04130_41	PPrel
04130_29	04130_42	PPrel
04140_16	04140_17	PPrel
04140_13	04140_26	PPrel
04140_13	04140_27	PPrel
04140_14	04140_27	PPrel
04140_27	04140_4	PCrel
04140_23	04140_27	PCrel
04140_21	04140_27	PCrel
04140_12	04140_11	PPrel
04140_11	04140_10	PPrel
04140_10	04140_9	PPrel
04140_9	04140_8	PPrel
04140_7	04140_1	PPrel
04140_1	04140_1	PPrel
04140_1	04140_5	PPrel
04140_5	04140_2	PCrel
04141_92	04141_25	PPrel
04141_92	04141_93	PPrel
04141_49	04141_11	PPrel
04141_11	04141_5	PPrel
04141_49	04141_91	PPrel
04141_91	04141_6	PPrel
04141_5	04141_6	PPrel
04141_47	04141_6	PPrel
04141_48	04141_8	PPrel
04141_8	04141_9	PPrel
04141_9	04141_10	PPrel
04141_10	04141_7	PPrel
04141_19	04141_18	PPrel
04141_48	04141_52	PPrel
04141_52	04141_6	PPrel
04141_5	04141_14	PPrel
04141_14	04141_11	PPrel
04141_6	04141_96	PPrel
04141_98	04141_46	PPrel
04141_30	04141_77	PPrel
04141_29	04141_21	PPrel
04141_94	04141_93	PPrel
04141_83	04141_79	PPrel
04141_83	04141_21	PPrel
04141_53	04141_47	PPrel
04141_29	04141_28	PPrel
04141_83	04141_29	PPrel
04141_46	04141_19	PPrel
04141_79	04141_21	PPrel
04144_11	04144_55	PPrel
04144_112	04144_54	PPrel
04144_113	04144_55	PPrel
04144_114	04144_55	PPrel
04144_115	04144_12	PPrel
04144_40	04144_80	PPrel
04144_40	04144_68	PPrel
04144_61	04144_40	PPrel
04144_68	04144_77	PPrel
04144_80	04144_77	PPrel
04144_77	04144_82	PPrel
04144_75	04144_80	PPrel
04144_80	04144_81	PPrel
04144_81	04144_62	PPrel
04144_62	04144_41	PPrel
04144_15	04144_29	PPrel
04144_26	04144_29	PPrel
04144_3	04144_2	PPrel
04144_30	04144_31	PPrel
04144_27	04144_116	PPrel
04144_32	04144_30	PPrel
04144_27	04144_28	PPrel
04144_111	04144_26	PPrel
04144_89	04144_91	PPrel
04144_117	04144_79	PPrel
04144_94	04144_118	PPrel
04144_104	04144_97	PPrel
04144_100	04144_98	PPrel
04144_83	04144_80	PPrel
04144_78	04144_40	PPrel
04145_84	04145_20	PPrel
04145_38	04145_39	PPrel
04145_85	04145_86	PPrel
04146_11	04146_10	PPrel
04146_10	04146_2	PPrel
04146_5	04146_6	PPrel
04146_4	04146_5	PPrel
04146_7	04146_2	PPrel
04150_36	04150_35	PPrel
04150_28	04150_23	PPrel
04150_23	04150_21	PPrel
04150_23	04150_19	PPrel
04150_23	04150_16	PPrel
04150_23	04150_14	PPrel
04150_19	04150_18	PPrel
04150_19	04150_17	PPrel
04150_16	04150_15	PPrel
04150_21	04150_20	GErel
04150_12	04150_29	PPrel
04150_28	04150_13	PPrel
04150_28	04150_26	PPrel
04150_29	04150_23	PPrel
04150_37	04150_36	PPrel
04150_35	04150_31	PPrel
04150_34	04150_31	PPrel
04150_33	04150_31	PPrel
04150_29	04150_31	PPrel
04150_30	04150_31	PPrel
04150_7	04150_37	PCrel
04150_6	04150_37	PCrel
04150_4	04150_29	PCrel
04150_9	04150_29	PCrel
04150_3	04150_29	PCrel
04150_26	04150_35	PPrel
04150_31	04150_28	PPrel
04150_40	04150_34	PPrel
04150_40	04150_33	PPrel
04150_40	04150_37	PPrel
04150_8	04150_50	PCrel
04150_48	04150_49	PPrel
04150_49	04150_32	PPrel
04150_35	04150_43	PPrel
04150_43	04150_23	PPrel
04150_51	04150_22	PPrel
04150_19	04150_47	PPrel
04150_42	04150_5	PCrel
04150_52	04150_46	PPrel
04150_47	04150_37	PPrel
04151_43	04151_21	PPrel
04151_21	04151_44	PPrel
04151_44	04151_45	PPrel
04151_45	04151_46	PPrel
04151_46	04151_71	PPrel
04151_71	04151_72	PPrel
04151_72	04151_73	PPrel
04151_8	04151_6	PPrel
04151_6	04151_5	PPrel
04151_6	04151_4	PPrel
04151_106	04151_53	PCrel
04151_55	04151_53	PPrel
04151_53	04151_112	PPrel
04151_10	04151_113	PPrel
04151_21	04151_20	PPrel
04151_20	04151_15	PPrel
04151_46	04151_15	PPrel
04151_86	04151_87	PPrel
04151_87	04151_15	PPrel
04151_80	04151_79	PPrel
04151_114	04151_15	PPrel
04151_91	04151_115	PPrel
04151_90	04151_15	PPrel
04151_84	04151_116	PPrel
04151_85	04151_15	PPrel
04151_15	04151_1	PCrel
04151_1	04151_14	PCrel
04151_14	04151_6	PPrel
04151_14	04151_100	PPrel
04151_14	04151_101	PPrel
04151_14	04151_102	PPrel
04151_117	04151_75	PPrel
04151_75	04151_1	PCrel
04151_1	04151_13	PCrel
04151_118	04151_13	PPrel
04151_13	04151_51	PPrel
04151_13	04151_95	PPrel
04151_13	04151_38	PPrel
04151_13	04151_31	PPrel
04151_112	04151_10	PPrel
04151_13	04151_71	PPrel
04151_13	04151_23	PPrel
04151_13	04151_60	PPrel
04151_13	04151_61	PPrel
04151_13	04151_29	PPrel
04151_13	04151_30	PPrel
04151_13	04151_63	PPrel
04151_23	04151_34	PPrel
04151_23	04151_24	PPrel
04151_23	04151_35	PPrel
04151_60	04151_119	PPrel
04151_61	04151_119	PPrel
04151_29	04151_25	GErel
04151_29	04151_26	GErel
04151_29	04151_36	GErel
04151_29	04151_37	GErel
04151_29	04151_27	GErel
04151_29	04151_28	GErel
04151_95	04151_96	GErel
04151_95	04151_97	GErel
04151_39	04151_98	GErel
04151_39	04151_99	GErel
04151_31	04151_33	PPrel
04151_41	04151_29	PPrel
04151_41	04151_30	PPrel
04151_30	04151_32	PPrel
04151_30	04151_103	PPrel
04151_3	04151_2	PPrel
04151_113	04151_3	PPrel
04151_58	04151_13	PPrel
04151_14	04151_13	PPrel
04151_59	04151_13	PPrel
04151_48	04151_13	PPrel
04151_19	04151_1	PCrel
04151_13	04151_112	PPrel
04151_54	04151_112	PPrel
04151_47	04151_13	PPrel
04151_38	04151_39	PPrel
04151_107	04151_13	PPrel
04151_108	04151_109	PPrel
04151_108	04151_110	PPrel
04151_13	04151_108	PPrel
04210_64	04210_56	PPrel
04210_63	04210_55	PPrel
04210_60	04210_54	PPrel
04210_59	04210_53	PPrel
04210_58	04210_52	PPrel
04210_57	04210_51	PPrel
04210_56	04210_49	PPrel
04210_55	04210_49	PPrel
04210_54	04210_67	PPrel
04210_54	04210_68	PPrel
04210_53	04210_69	PPrel
04210_53	04210_70	PPrel
04210_49	04210_33	PPrel
04210_49	04210_32	PPrel
04210_33	04210_19	PPrel
04210_32	04210_19	PPrel
04210_32	04210_18	PPrel
04210_47	04210_33	PPrel
04210_47	04210_32	PPrel
04210_45	04210_36	PPrel
04210_44	04210_36	PPrel
04210_42	04210_33	PPrel
04210_42	04210_32	PPrel
04210_17	04210_18	PPrel
04210_17	04210_19	PPrel
04210_29	04210_17	PPrel
04210_28	04210_17	PPrel
04210_19	04210_24	PPrel
04210_19	04210_6	PPrel
04210_18	04210_6	PPrel
04210_36	04210_37	PPrel
04210_37	04210_27	PPrel
04210_35	04210_37	PPrel
04210_35	04210_21	PPrel
04210_26	04210_21	PPrel
04210_3	04210_20	PPrel
04210_16	04210_12	PPrel
04210_22	04210_14	GErel
04210_22	04210_5	GErel
04210_22	04210_13	GErel
04210_22	04210_27	PPrel
04210_6	04210_15	PPrel
04210_52	04210_39	PPrel
04210_51	04210_39	PPrel
04210_39	04210_35	PPrel
04210_40	04210_36	PPrel
04210_31	04210_29	PPrel
04210_25	04210_24	PPrel
04210_25	04210_19	PPrel
04210_7	04210_9	PPrel
04210_34	04210_16	PPrel
04210_50	04210_4	PPrel
04210_38	04210_49	PPrel
04210_38	04210_67	PPrel
04210_8	04210_9	PPrel
04210_23	04210_18	PPrel
04210_23	04210_17	PPrel
04210_32	04210_31	PPrel
04260_26	04260_9	PCrel
04260_9	04260_14	PPrel
04260_9	04260_16	PPrel
04260_14	04260_16	PPrel
04260_16	04260_18	PPrel
04260_18	04260_17	PPrel
04260_17	04260_19	PPrel
04260_15	04260_21	PPrel
04260_21	04260_22	PPrel
04260_22	04260_15	PPrel
04260_21	04260_23	PPrel
04260_22	04260_24	PPrel
04260_24	04260_23	PPrel
04260_14	04260_17	PPrel
04260_10	04260_15	PCrel
04260_23	04260_25	PPrel
04261_19	04261_9	PCrel
04261_9	04261_13	PPrel
04261_9	04261_14	PPrel
04261_13	04261_14	PPrel
04261_14	04261_16	PPrel
04261_16	04261_15	PPrel
04261_15	04261_17	PPrel
04261_13	04261_15	PPrel
04261_45	04261_39	PPrel
04261_45	04261_2	PPrel
04261_45	04261_3	PPrel
04261_32	04261_20	PPrel
04261_32	04261_23	PPrel
04261_32	04261_73	PPrel
04261_32	04261_72	PPrel
04261_32	04261_4	PPrel
04261_32	04261_39	PPrel
04261_32	04261_2	PPrel
04261_32	04261_3	PPrel
04261_32	04261_14	PPrel
04261_32	04261_38	PPrel
04261_32	04261_40	PPrel
04261_32	04261_37	PPrel
04261_49	04261_40	PPrel
04261_63	04261_37	PPrel
04261_44	04261_45	PPrel
04261_43	04261_44	PCrel
04261_43	04261_3	PCrel
04261_58	04261_26	PCrel
04261_57	04261_26	PCrel
04261_59	04261_26	PCrel
04261_58	04261_27	PCrel
04261_57	04261_27	PCrel
04261_59	04261_27	PCrel
04261_26	04261_28	PPrel
04261_28	04261_31	PPrel
04261_27	04261_29	PPrel
04261_29	04261_31	PPrel
04261_27	04261_30	PPrel
04261_30	04261_36	PPrel
04261_30	04261_33	PPrel
04261_33	04261_34	PPrel
04261_31	04261_51	PPrel
04261_35	04261_32	PCrel
04261_51	04261_52	PPrel
04261_49	04261_64	PPrel
04261_64	04261_63	PPrel
04261_70	04261_46	PCrel
04261_68	04261_56	PCrel
04261_69	04261_56	PCrel
04261_46	04261_47	PPrel
04261_56	04261_47	PPrel
04261_47	04261_48	PPrel
04261_48	04261_65	PCrel
04261_48	04261_66	PCrel
04261_65	04261_49	PCrel
04261_67	04261_49	PCrel
04261_53	04261_2	PPrel
04261_53	04261_3	PPrel
04261_54	04261_2	PPrel
04261_54	04261_3	PPrel
04261_42	04261_40	PPrel
04261_38	04261_8	PPrel
04261_61	04261_62	PPrel
04261_61	04261_37	PPrel
04261_40	04261_41	PPrel
04261_41	04261_38	PPrel
04261_60	04261_14	PPrel
04270_18	04270_19	PCrel
04270_19	04270_2	PPrel
04270_61	04270_11	PCrel
04270_60	04270_66	PCrel
04270_62	04270_67	PCrel
04270_63	04270_68	PCrel
04270_11	04270_12	PPrel
04270_66	04270_12	PPrel
04270_67	04270_12	PPrel
04270_68	04270_12	PPrel
04270_12	04270_30	PPrel
04270_30	04270_26	PCrel
04270_12	04270_14	PPrel
04270_14	04270_15	PCrel
04270_15	04270_17	PCrel
04270_14	04270_16	PCrel
04270_16	04270_6	PCrel
04270_6	04270_33	PPrel
04270_11	04270_13	PPrel
04270_66	04270_13	PPrel
04270_67	04270_13	PPrel
04270_13	04270_68	PPrel
04270_13	04270_8	PPrel
04270_8	04270_7	PPrel
04270_7	04270_5	PPrel
04270_53	04270_37	PCrel
04270_54	04270_69	PCrel
04270_56	04270_70	PCrel
04270_55	04270_70	PCrel
04270_37	04270_52	PPrel
04270_69	04270_52	PPrel
04270_70	04270_52	PPrel
04270_52	04270_39	PPrel
04270_39	04270_40	PCrel
04270_40	04270_42	PCrel
04270_57	04270_38	PCrel
04270_58	04270_38	PCrel
04270_59	04270_65	PCrel
04270_36	04270_44	PCrel
04270_44	04270_41	PCrel
04270_38	04270_41	PCrel
04270_41	04270_43	PCrel
04270_43	04270_48	PPrel
04270_42	04270_48	PPrel
04270_43	04270_22	PPrel
04270_21	04270_4	PPrel
04270_5	04270_4	PPrel
04270_42	04270_45	PPrel
04270_42	04270_46	PPrel
04270_2	04270_3	PPrel
04270_45	04270_23	PPrel
04270_33	04270_34	PPrel
04270_34	04270_35	PPrel
04270_35	04270_32	PPrel
04270_4	04270_3	PPrel
04270_22	04270_23	PPrel
04270_74	04270_10	PPrel
04270_75	04270_24	PPrel
04270_27	04270_28	PCrel
04270_43	04270_73	PPrel
04270_73	04270_46	PPrel
04310_79	04310_80	PPrel
04310_80	04310_77	PPrel
04310_65	04310_63	PPrel
04310_40	04310_41	PPrel
04310_47	04310_46	PPrel
04310_46	04310_41	PPrel
04310_77	04310_69	PPrel
04310_60	04310_57	PPrel
04310_28	04310_25	PPrel
04310_25	04310_21	PPrel
04310_23	04310_20	PPrel
04310_18	04310_17	PPrel
04310_78	04310_80	PPrel
04310_78	04310_77	PPrel
04310_75	04310_80	PPrel
04310_74	04310_80	PPrel
04310_73	04310_76	PPrel
04310_71	04310_69	PPrel
04310_68	04310_69	PPrel
04310_69	04310_66	PPrel
04310_45	04310_63	PPrel
04310_39	04310_41	PPrel
04310_44	04310_63	PPrel
04310_38	04310_41	PPrel
04310_42	04310_41	PPrel
04310_43	04310_41	PPrel
04310_43	04310_63	PPrel
04310_64	04310_65	PPrel
04310_64	04310_66	PPrel
04310_64	04310_63	PPrel
04310_76	04310_77	PPrel
04310_61	04310_72	PPrel
04310_61	04310_69	PPrel
04310_61	04310_66	PPrel
04310_61	04310_62	PPrel
04310_61	04310_63	PPrel
04310_48	04310_61	PPrel
04310_69	04310_70	PPrel
04310_67	04310_69	PPrel
04310_66	04310_67	PPrel
04310_48	04310_63	PPrel
04310_62	04310_63	PPrel
04310_62	04310_69	PPrel
04310_53	04310_62	PPrel
04310_52	04310_63	PPrel
04310_53	04310_63	PPrel
04310_58	04310_25	PPrel
04310_58	04310_69	PPrel
04310_30	04310_28	PPrel
04310_24	04310_25	PPrel
04310_23	04310_24	PPrel
04310_23	04310_22	PPrel
04310_21	04310_20	PPrel
04310_17	04310_16	PPrel
04310_17	04310_15	PPrel
04310_17	04310_14	PPrel
04310_15	04310_13	PPrel
04310_63	04310_41	PPrel
04310_25	04310_29	PPrel
04310_26	04310_29	PPrel
04310_25	04310_26	PPrel
04310_19	04310_18	PPrel
04310_41	04310_36	GErel
04310_41	04310_35	GErel
04310_41	04310_34	GErel
04310_41	04310_33	GErel
04310_41	04310_32	GErel
04310_41	04310_31	GErel
04310_66	04310_63	PPrel
04310_80	04310_76	PPrel
04310_81	04310_76	PPrel
04310_81	04310_77	PPrel
04310_81	04310_69	PPrel
04310_83	04310_76	PPrel
04320_27	04320_25	PPrel
04320_24	04320_25	PPrel
04320_23	04320_25	PPrel
04320_21	04320_20	PPrel
04320_20	04320_19	PPrel
04320_20	04320_18	PPrel
04330_26	04330_22	PPrel
04330_22	04330_19	PPrel
04330_17	04330_22	PPrel
04330_27	04330_22	PPrel
04330_25	04330_22	PPrel
04330_22	04330_13	PPrel
04330_28	04330_13	PPrel
04330_13	04330_12	GErel
04330_13	04330_11	GErel
04330_21	04330_22	PPrel
04330_23	04330_22	PPrel
04330_20	04330_22	PPrel
04330_29	04330_13	PPrel
04330_5	04330_13	PPrel
04330_30	04330_13	PPrel
04330_13	04330_14	PPrel
04340_23	04340_4	PCrel
04340_19	04340_20	PPrel
04340_23	04340_20	PPrel
04340_19	04340_24	PPrel
04340_22	04340_23	PPrel
04340_21	04340_23	PPrel
04340_18	04340_23	PPrel
04340_13	04340_7	GErel
04340_13	04340_6	GErel
04340_13	04340_5	GErel
04340_12	04340_13	PPrel
04340_11	04340_13	PPrel
04340_10	04340_13	PPrel
04340_9	04340_13	PPrel
04340_17	04340_19	PPrel
04340_8	04340_13	PPrel
04350_50	04350_48	PPrel
04350_56	04350_54	PPrel
04350_31	04350_29	PPrel
04350_17	04350_14	PPrel
04350_55	04350_59	PPrel
04350_49	04350_41	PPrel
04350_30	04350_19	PPrel
04350_15	04350_16	PPrel
04350_59	04350_44	PPrel
04350_41	04350_38	PPrel
04350_19	04350_12	PPrel
04350_16	04350_10	PPrel
04350_64	04350_65	PPrel
04350_64	04350_66	PPrel
04350_67	04350_28	GErel
04350_68	04350_20	GErel
04350_66	04350_23	GErel
04350_65	04350_24	GErel
04350_24	04350_23	PPrel
04350_69	04350_41	PPrel
04350_46	04350_41	PPrel
04350_46	04350_59	PPrel
04350_18	04350_19	PPrel
04350_18	04350_16	PPrel
04350_60	04350_56	PPrel
04350_57	04350_56	PPrel
04350_2	04350_1	PPrel
04350_1	04350_50	PPrel
04350_51	04350_50	PPrel
04350_31	04350_50	PPrel
04350_33	04350_50	PPrel
04350_32	04350_31	PPrel
04350_31	04350_17	PPrel
04350_33	04350_17	PPrel
04350_47	04350_70	PPrel
04350_46	04350_47	PPrel
04350_40	04350_41	PPrel
04350_37	04350_36	PPrel
04350_35	04350_34	PPrel
04350_48	04350_37	PPrel
04350_48	04350_35	PPrel
04350_53	04350_46	PPrel
04350_52	04350_46	PPrel
04350_43	04350_64	PPrel
04350_43	04350_67	PPrel
04350_61	04350_55	PPrel
04350_62	04350_49	PPrel
04350_63	04350_30	PPrel
04360_89	04360_13	PPrel
04360_58	04360_89	PPrel
04360_89	04360_37	PPrel
04360_37	04360_9	PPrel
04360_9	04360_14	PPrel
04360_57	04360_39	PPrel
04360_58	04360_90	PPrel
04360_55	04360_33	PPrel
04360_55	04360_56	PPrel
04360_52	04360_86	PPrel
04360_86	04360_21	PPrel
04360_55	04360_47	PPrel
04360_53	04360_52	PPrel
04360_47	04360_44	PPrel
04360_53	04360_44	PPrel
04360_47	04360_42	PPrel
04360_42	04360_27	PPrel
04360_27	04360_23	PPrel
04360_8	04360_83	PPrel
04360_35	04360_83	PPrel
04360_47	04360_43	PPrel
04360_53	04360_43	PPrel
04360_84	04360_46	PPrel
04360_46	04360_2	PPrel
04360_84	04360_4	PPrel
04360_4	04360_3	PPrel
04360_19	04360_49	PPrel
04360_19	04360_41	PPrel
04360_18	04360_49	PPrel
04360_18	04360_41	PPrel
04360_49	04360_77	PPrel
04360_41	04360_77	PPrel
04360_73	04360_80	PPrel
04360_81	04360_80	PPrel
04360_72	04360_7	PPrel
04360_7	04360_25	PPrel
04360_72	04360_68	PPrel
04360_6	04360_24	PPrel
04360_70	04360_62	PPrel
04360_62	04360_26	PPrel
04360_70	04360_1	PPrel
04360_1	04360_62	PPrel
04360_54	04360_32	PPrel
04360_54	04360_65	PPrel
04360_89	04360_57	PPrel
04360_59	04360_2	PPrel
04360_42	04360_8	PPrel
04360_42	04360_35	PPrel
04360_43	04360_71	PPrel
04360_77	04360_22	PPrel
04360_38	04360_41	PPrel
04360_64	04360_68	PPrel
04360_70	04360_6	PPrel
04360_20	04360_72	PPrel
04360_85	04360_40	PPrel
04360_78	04360_40	PPrel
04360_79	04360_40	PPrel
04360_79	04360_72	PPrel
04360_25	04360_69	PPrel
04360_69	04360_82	PPrel
04360_15	04360_48	PPrel
04360_52	04360_59	PPrel
04360_72	04360_78	PPrel
04360_64	04360_72	PPrel
04360_13	04360_12	PPrel
04360_71	04360_66	PPrel
04360_51	04360_5	PPrel
04360_75	04360_70	PPrel
04360_20	04360_78	PPrel
04360_32	04360_51	PPrel
04370_10	04370_18	PPrel
04370_10	04370_18	PPrel
04370_10	04370_22	PPrel
04370_10	04370_22	PPrel
04370_10	04370_15	PPrel
04370_10	04370_36	PPrel
04370_20	04370_39	PPrel
04370_20	04370_19	PPrel
04370_29	04370_9	PPrel
04370_9	04370_26	PPrel
04370_9	04370_10	PPrel
04370_9	04370_28	PPrel
04370_9	04370_23	PPrel
04370_9	04370_25	PPrel
04370_9	04370_1	PPrel
04370_9	04370_20	PPrel
04370_9	04370_27	PPrel
04370_27	04370_20	PPrel
04370_22	04370_34	PPrel
04370_35	04370_34	PPrel
04370_32	04370_15	PPrel
04370_1	04370_24	PPrel
04370_11	04370_35	PPrel
04370_22	04370_11	PPrel
04370_34	04370_33	PPrel
04370_33	04370_32	PPrel
04370_24	04370_17	PPrel
04370_17	04370_16	PPrel
04370_19	04370_36	PPrel
04370_19	04370_37	PPrel
04370_19	04370_38	PPrel
04370_18	04370_21	PPrel
04370_21	04370_14	PPrel
04370_10	04370_26	PPrel
04380_6	04380_2	PPrel
04380_2	04380_71	PPrel
04380_71	04380_72	PPrel
04380_2	04380_31	PPrel
04380_31	04380_32	PPrel
04380_35	04380_36	PPrel
04380_36	04380_37	PPrel
04380_33	04380_34	PPrel
04380_34	04380_3	PPrel
04380_58	04380_59	PPrel
04380_59	04380_3	PPrel
04380_67	04380_68	PPrel
04380_5	04380_4	PPrel
04380_4	04380_3	PPrel
04380_3	04380_81	PPrel
04380_15	04380_16	PPrel
04380_3	04380_30	PPrel
04380_30	04380_31	PPrel
04380_8	04380_3	PPrel
04380_8	04380_70	PPrel
04380_70	04380_3	PPrel
04380_65	04380_3	PPrel
04380_3	04380_9	PPrel
04380_19	04380_22	PPrel
04380_73	04380_21	PPrel
04380_3	04380_74	PPrel
04380_74	04380_75	PPrel
04380_76	04380_22	PCrel
04380_76	04380_21	PCrel
04380_4	04380_41	PPrel
04380_41	04380_44	PPrel
04380_44	04380_47	PPrel
04380_44	04380_49	PPrel
04380_47	04380_48	PPrel
04380_9	04380_44	PPrel
04380_43	04380_44	PPrel
04380_42	04380_43	PPrel
04380_82	04380_42	PPrel
04380_83	04380_42	PPrel
04380_4	04380_39	PPrel
04380_4	04380_40	PPrel
04380_25	04380_26	PPrel
04380_26	04380_27	PPrel
04380_28	04380_29	PPrel
04380_64	04380_27	PPrel
04380_7	04380_5	PPrel
04380_41	04380_43	PPrel
04380_29	04380_51	PPrel
04380_37	04380_3	PPrel
04380_17	04380_20	PPrel
04380_17	04380_19	PPrel
04380_17	04380_73	PPrel
04380_49	04380_50	PPrel
04380_14	04380_15	PPrel
04380_22	04380_38	PPrel
04380_21	04380_38	PPrel
04380_27	04380_28	PPrel
04380_3	04380_10	PPrel
04380_10	04380_11	PPrel
04380_11	04380_69	PPrel
04380_17	04380_14	PPrel
04390_9	04390_34	PPrel
04390_39	04390_40	PPrel
04390_35	04390_36	PPrel
04390_36	04390_37	PPrel
04390_22	04390_21	PPrel
04390_21	04390_20	PPrel
04390_20	04390_19	PPrel
04390_25	04390_26	PPrel
04390_99	04390_6	PPrel
04390_31	04390_5	PPrel
04390_31	04390_8	PPrel
04390_91	04390_6	PPrel
04390_100	04390_54	PPrel
04390_100	04390_55	PPrel
04390_101	04390_65	PPrel
04390_65	04390_102	PPrel
04390_8	04390_33	PPrel
04390_6	04390_8	PPrel
04390_6	04390_18	PPrel
04390_103	04390_33	PPrel
04390_104	04390_63	PPrel
04390_105	04390_33	PPrel
04390_106	04390_90	GErel
04390_107	04390_12	GErel
04390_107	04390_94	GErel
04390_108	04390_58	GErel
04390_108	04390_59	GErel
04390_108	04390_60	GErel
04390_109	04390_88	GErel
04390_109	04390_89	GErel
04390_110	04390_74	GErel
04390_110	04390_75	GErel
04390_110	04390_76	GErel
04390_110	04390_77	GErel
04390_110	04390_78	GErel
04390_110	04390_79	GErel
04390_110	04390_80	GErel
04390_93	04390_14	GErel
04390_93	04390_13	GErel
04390_93	04390_95	GErel
04390_93	04390_52	GErel
04390_93	04390_96	GErel
04390_53	04390_54	PPrel
04390_81	04390_82	PPrel
04390_61	04390_62	PPrel
04390_62	04390_64	PPrel
04390_54	04390_55	PPrel
04390_55	04390_82	PPrel
04390_55	04390_83	PPrel
04390_91	04390_33	PPrel
04390_66	04390_69	PPrel
04390_10	04390_17	PPrel
04390_17	04390_51	PPrel
04390_92	04390_6	PPrel
04390_11	04390_6	PPrel
04390_32	04390_6	PPrel
04390_55	04390_56	PPrel
04390_83	04390_84	PPrel
04390_82	04390_83	PPrel
04390_48	04390_33	PPrel
04390_47	04390_33	PPrel
04510_25	04510_19	PPrel
04510_25	04510_69	PPrel
04510_22	04510_18	PPrel
04510_22	04510_16	PPrel
04510_22	04510_15	PPrel
04510_22	04510_66	PPrel
04510_26	04510_72	PPrel
04510_6	04510_72	PPrel
04510_23	04510_72	PPrel
04510_29	04510_72	PPrel
04510_24	04510_26	PPrel
04510_19	04510_26	PPrel
04510_19	04510_23	PPrel
04510_20	04510_72	PPrel
04510_17	04510_72	PPrel
04510_17	04510_18	PPrel
04510_24	04510_69	PPrel
04510_20	04510_69	PPrel
04510_19	04510_69	PPrel
04510_17	04510_69	PPrel
04510_4	04510_37	PPrel
04510_4	04510_31	PPrel
04510_35	04510_34	PPrel
04510_34	04510_12	PPrel
04510_34	04510_14	PPrel
04510_34	04510_25	PPrel
04510_11	04510_69	PPrel
04510_4	04510_32	PPrel
04510_4	04510_27	PPrel
04510_27	04510_22	PPrel
04510_66	04510_65	PPrel
04510_65	04510_64	PPrel
04510_7	04510_64	PPrel
04510_37	04510_33	PPrel
04510_57	04510_58	PPrel
04510_58	04510_61	PPrel
04510_61	04510_65	PPrel
04510_58	04510_59	PPrel
04510_59	04510_60	PPrel
04510_60	04510_62	PPrel
04510_60	04510_49	PPrel
04510_58	04510_29	PPrel
04510_51	04510_22	PPrel
04510_54	04510_27	PPrel
04510_54	04510_22	PPrel
04510_55	04510_54	PPrel
04510_54	04510_56	PPrel
04510_56	04510_53	PPrel
04510_53	04510_52	PPrel
04510_52	04510_51	PPrel
04510_51	04510_50	PPrel
04510_36	04510_72	PPrel
04510_18	04510_29	PPrel
04510_32	04510_30	PPrel
